,alphas,vxs,Rs,paths,curve
6,0.7426048501267053,-0.0441806210527268,0.41225655023540786,pathfollow_fftg001/N128s035a07440g001v7/x2.npz,2
7,0.7428386191028764,-0.0443806210527268,0.41276488679795287,pathfollow_fftg001/N128s035a07440g001v8/x2.npz,2
8,0.7431088747959729,-0.044580621052726796,0.41324588004404145,pathfollow_fftg001/N128s035a07440g001v9/x2.npz,2
9,0.7434109509426194,-0.044780621052726795,0.4137033525829438,pathfollow_fftg001/N128s035a07440g001v10/x2.npz,2
10,0.7437415298663707,-0.044980621052726794,0.41414021373976645,pathfollow_fftg001/N128s035a07440g001v11/x2.npz,2
11,0.7440979392808348,-0.04518062105272679,0.4145588527158026,pathfollow_fftg001/N128s035a07440g001v12/x2.npz,2
12,0.7444777503756167,-0.04538062105272679,0.4149613700251208,pathfollow_fftg001/N128s035a07440g001v13/x2.npz,2
13,0.7448785824625122,-0.04558062105272679,0.4153496985870547,pathfollow_fftg001/N128s035a07440g001v14/x2.npz,2
14,0.745298044500646,-0.04578062105272679,0.4157256514283483,pathfollow_fftg001/N128s035a07440g001v15/x2.npz,2
15,0.7457337620293747,-0.04598062105272679,0.4160909230698333,pathfollow_fftg001/N128s035a07440g001v16/x2.npz,2
16,0.7461834530070204,-0.046180621052726786,0.41644706387512415,pathfollow_fftg001/N128s035a07440g001v17/x2.npz,2
17,0.7466450274593432,-0.046380621052726785,0.4167954407124782,pathfollow_fftg001/N128s035a07440g001v18/x2.npz,2
18,0.747116693296212,-0.046580621052726784,0.417137193263648,pathfollow_fftg001/N128s035a07440g001v19/x2.npz,2
19,0.747597054754697,-0.04678062105272678,0.4174731929112329,pathfollow_fftg001/N128s035a07440g001v20/x2.npz,2
20,0.748085191959819,-0.04698062105272678,0.41780400979256216,pathfollow_fftg001/N128s035a07440g001v21/x2.npz,2
21,0.7485807115115213,-0.04718062105272678,0.4181298927282261,pathfollow_fftg001/N128s035a07440g001v22/x2.npz,2
22,0.7490837601327439,-0.04738062105272678,0.41845076577493134,pathfollow_fftg001/N128s035a07440g001v23/x2.npz,2
23,0.7495949969707577,-0.04758062105272678,0.4187662437541112,pathfollow_fftg001/N128s035a07440g001v24/x2.npz,2
24,0.7501155251688578,-0.04778062105272678,0.4190756671577862,pathfollow_fftg001/N128s035a07440g001v25/x2.npz,2
25,0.7506467890005813,-0.047980621052726775,0.4193781544942349,pathfollow_fftg001/N128s035a07440g001v26/x2.npz,2
26,0.7511904479050145,-0.048180621052726774,0.4196726678149504,pathfollow_fftg001/N128s035a07440g001v27/x2.npz,2
27,0.7517482419100003,-0.04838062105272677,0.4199580853549665,pathfollow_fftg001/N128s035a07440g001v28/x2.npz,2
28,0.7523218633629447,-0.04858062105272677,0.4202332743664808,pathfollow_fftg001/N128s035a07440g001v29/x2.npz,2
29,0.7529128476956619,-0.04878062105272677,0.42049715750296224,pathfollow_fftg001/N128s035a07440g001v30/x2.npz,2
30,0.7535224918186979,-0.04898062105272677,0.4207487674278676,pathfollow_fftg001/N128s035a07440g001v31/x2.npz,2
31,0.7541518038295545,-0.04918062105272677,0.42098728633718663,pathfollow_fftg001/N128s035a07440g001v32/x2.npz,2
32,0.7548014831128924,-0.04938062105272677,0.42121206932132726,pathfollow_fftg001/N128s035a07440g001v33/x2.npz,2
33,0.7554719264100036,-0.049580621052726766,0.42142265251449496,pathfollow_fftg001/N128s035a07440g001v34/x2.npz,2
34,0.7561632533835816,-0.049780621052726765,0.42161874847170333,pathfollow_fftg001/N128s035a07440g001v35/x2.npz,2
35,0.7568753445533258,-0.04998062105272676,0.42180023204695477,pathfollow_fftg001/N128s035a07440g001v36/x2.npz,2
36,0.7576078849265713,-0.05018062105272676,0.421967120250743,pathfollow_fftg001/N128s035a07440g001v37/x2.npz,2
37,0.7583604077740221,-0.05038062105272676,0.4221195492911104,pathfollow_fftg001/N128s035a07440g001v38/x2.npz,2
38,0.7591323344284567,-0.05058062105272676,0.42225775142635275,pathfollow_fftg001/N128s035a07440g001v39/x2.npz,2
39,0.7599230074155588,-0.05078062105272676,0.4223820335635552,pathfollow_fftg001/N128s035a07440g001v40/x2.npz,2
40,0.7607317155103067,-0.05098062105272676,0.42249275882794907,pathfollow_fftg001/N128s035a07440g001v41/x2.npz,2
41,0.7615577103547795,-0.051180621052726756,0.42259033170726523,pathfollow_fftg001/N128s035a07440g001v42/x2.npz,2
42,0.7624002150797696,-0.051380621052726755,0.42267518685611377,pathfollow_fftg001/N128s035a07440g001v43/x2.npz,2
43,0.7632584259547134,-0.051580621052726754,0.42274778124893453,pathfollow_fftg001/N128s035a07440g001v44/x2.npz,2
44,0.7641315084791195,-0.05178062105272675,0.42280858908682056,pathfollow_fftg001/N128s035a07440g001v45/x2.npz,2
45,0.765018589552263,-0.05198062105272675,0.42285809868295055,pathfollow_fftg001/N128s035a07440g001v46/x2.npz,2
46,0.7659187474413209,-0.05218062105272675,0.4228968104619964,pathfollow_fftg001/N128s035a07440g001v47/x2.npz,2
47,0.7668310012424836,-0.05238062105272675,0.42292523519014713,pathfollow_fftg001/N128s035a07440g001v48/x2.npz,2
48,0.7677543014169322,-0.05258062105272675,0.42294389159774815,pathfollow_fftg001/N128s035a07440g001v49/x2.npz,2
49,0.7686875228329294,-0.052780621052726746,0.42295330264216696,pathfollow_fftg001/N128s035a07440g001v50/x2.npz,2
50,0.769629461565483,-0.052980621052726745,0.422953989767561,pathfollow_fftg001/N128s035a07440g001v51/x2.npz,2
51,0.7705788365530742,-0.053180621052726744,0.42294646465182545,pathfollow_fftg001/N128s035a07440g001v52/x2.npz,2
52,0.7715342970812872,-0.05338062105272674,0.4229312180716704,pathfollow_fftg001/N128s035a07440g001v53/x2.npz,2
53,0.7724944369803561,-0.05358062105272674,0.4229087056752589,pathfollow_fftg001/N128s035a07440g001v54/x2.npz,2
54,0.7734578163688967,-0.05378062105272674,0.42287933064591193,pathfollow_fftg001/N128s035a07440g001v55/x2.npz,2
55,0.7744229917277604,-0.05398062105272674,0.4228434234955385,pathfollow_fftg001/N128s035a07440g001v56/x2.npz,2
56,0.7753885549812501,-0.05418062105272674,0.4228012196003641,pathfollow_fftg001/N128s035a07440g001v57/x2.npz,2
57,0.7763531819770095,-0.05438062105272674,0.4227528356519842,pathfollow_fftg001/N128s035a07440g001v58/x2.npz,2
58,0.7773156900988767,-0.054580621052726735,0.42269824706713377,pathfollow_fftg001/N128s035a07440g001v59/x2.npz,2
59,0.7782751033477071,-0.054780621052726734,0.4226372697071621,pathfollow_fftg001/N128s035a07440g001v60/x2.npz,2
60,0.7792307205606522,-0.05498062105272673,0.4225695511562008,pathfollow_fftg001/N128s035a07440g001v61/x2.npz,2
61,0.7801821778312739,-0.05518062105272673,0.42249457932095286,pathfollow_fftg001/N128s035a07440g001v62/x2.npz,2
62,0.7811294889728595,-0.05538062105272673,0.4224117189749232,pathfollow_fftg001/N128s035a07440g001v63/x2.npz,2
63,0.782073038147251,-0.05558062105272673,0.4223202891130058,pathfollow_fftg001/N128s035a07440g001v64/x2.npz,2
64,0.7830134883666315,-0.05578062105272673,0.42221969367457657,pathfollow_fftg001/N128s035a07440g001v65/x2.npz,2
65,0.7839515633748446,-0.05598062105272673,0.422109612598159,pathfollow_fftg001/N128s035a07440g001v66/x2.npz,2
66,0.7848876660219474,-0.056180621052726726,0.421990247300907,pathfollow_fftg001/N128s035a07440g001v67/x2.npz,2
67,0.785821319803008,-0.056380621052726725,0.4218625965434075,pathfollow_fftg001/N128s035a07440g001v68/x2.npz,2
68,0.7867504569391022,-0.05658062105272672,0.4217287243651828,pathfollow_fftg001/N128s035a07440g001v69/x2.npz,2
69,0.7876706027109076,-0.05678062105272672,0.42159198606850407,pathfollow_fftg001/N128s035a07440g001v70/x2.npz,2
70,0.7885739829957271,-0.05698062105272672,0.4214572131332456,pathfollow_fftg001/N128s035a07440g001v71/x2.npz,2
71,0.7894484728264013,-0.05718062105272672,0.4213309249115429,pathfollow_fftg001/N128s035a07440g001v72/x2.npz,2
72,0.7902760742231352,-0.05738062105272672,0.4212217325179897,pathfollow_fftg001/N128s035a07440g001v73/x2.npz,2
73,0.79103016894681,-0.05758062105272672,0.4211412591362364,pathfollow_fftg001/N128s035a07440g001v74/x2.npz,2
74,0.7916697617508714,-0.057780621052726716,0.4211062705438074,pathfollow_fftg001/N128s035a07440g001v75/x2.npz,2
75,0.7921257914305126,-0.057980621052726715,0.4211438757170156,pathfollow_fftg001/N128s035a07440g001v76/x2.npz,2
76,0.7922605818432653,-0.058180621052726714,0.42130693217528226,pathfollow_fftg001/N128s035a07440g001v77/x3.npz,2
77,0.7916956315039562,-0.05838062105272671,0.42173911389514956,pathfollow_fftg001/N128s035a07440g001v78/x3.npz,2
0,0.8228756924212902,-0.04478364213704563,0.376199701161101,pathfollow_fftg001/N128s035a08220g001v1/x4.npz,3
1,0.8226617410191517,-0.04458364213704563,0.3760665204927661,pathfollow_fftg001/N128s035a08220g001v2/x3.npz,3
2,0.8221655234342513,-0.04438364213704563,0.3759904475570143,pathfollow_fftg001/N128s035a08220g001v3/x2.npz,3
3,0.8215275633200525,-0.044183642137045634,0.37594005660961566,pathfollow_fftg001/N128s035a08220g001v4/x2.npz,3
4,0.8208046798994549,-0.043983642137045635,0.37590331554446443,pathfollow_fftg001/N128s035a08220g001v5/x2.npz,3
5,0.8200246372887371,-0.043783642137045636,0.37587478715698314,pathfollow_fftg001/N128s035a08220g001v6/x2.npz,3
6,0.8192037829749104,-0.04358364213704564,0.37585145299775974,pathfollow_fftg001/N128s035a08220g001v7/x2.npz,3
7,0.8183526673980811,-0.04338364213704564,0.3758314408220623,pathfollow_fftg001/N128s035a08220g001v8/x2.npz,3
8,0.8174785964429987,-0.04318364213704564,0.37581346069343585,pathfollow_fftg001/N128s035a08220g001v9/x2.npz,3
9,0.8165869236714978,-0.04298364213704564,0.37579652864315893,pathfollow_fftg001/N128s035a08220g001v10/x2.npz,3
10,0.8156817631568517,-0.04278364213704564,0.3757798201559171,pathfollow_fftg001/N128s035a08220g001v11/x2.npz,3
11,0.8147664101623672,-0.042583642137045644,0.3757625876670797,pathfollow_fftg001/N128s035a08220g001v12/x2.npz,3
12,0.8138436035449386,-0.042383642137045645,0.3757441118066095,pathfollow_fftg001/N128s035a08220g001v13/x2.npz,3
13,0.8129156974498842,-0.042183642137045646,0.37572367135845836,pathfollow_fftg001/N128s035a08220g001v14/x2.npz,3
14,0.8119847786078622,-0.04198364213704565,0.3757005240239747,pathfollow_fftg001/N128s035a08220g001v15/x2.npz,3
15,0.8110527497052481,-0.04178364213704565,0.37567389367167137,pathfollow_fftg001/N128s035a08220g001v16/x2.npz,3
16,0.8101213907691306,-0.04158364213704565,0.3756429616942089,pathfollow_fftg001/N128s035a08220g001v17/x2.npz,3
17,0.8091924056532139,-0.04138364213704565,0.3756068612148637,pathfollow_fftg001/N128s035a08220g001v18/x2.npz,3
18,0.808267457826968,-0.04118364213704565,0.37556467356684164,pathfollow_fftg001/N128s035a08220g001v19/x2.npz,3
19,0.8073481978876391,-0.04098364213704565,0.3755154269034469,pathfollow_fftg001/N128s035a08220g001v20/x2.npz,3
20,0.8064362840983004,-0.040783642137045654,0.37545809707540034,pathfollow_fftg001/N128s035a08220g001v21/x2.npz,3
21,0.8055333965636716,-0.040583642137045656,0.37539161107477853,pathfollow_fftg001/N128s035a08220g001v22/x2.npz,3
22,0.8046412452903785,-0.04038364213704566,0.37531485341107185,pathfollow_fftg001/N128s035a08220g001v23/x2.npz,3
23,0.8037615723100765,-0.04018364213704566,0.3752266757361601,pathfollow_fftg001/N128s035a08220g001v24/x2.npz,3
24,0.8028961483072851,-0.03998364213704566,0.37512590985866,pathfollow_fftg001/N128s035a08220g001v25/x2.npz,3
25,0.8020467648547919,-0.03978364213704566,0.37501138395729006,pathfollow_fftg001/N128s035a08220g001v26/x2.npz,3
26,0.801215224460726,-0.03958364213704566,0.37488194132074654,pathfollow_fftg001/N128s035a08220g001v27/x2.npz,3
